asset_id,asset_type,location,latitude,longitude,project_code,phase,status,design_date,install_date,last_updated
AST14811,rail,Unknown,41.940962416693885,-87.90114990626951,INFRA003,Construction,Installed,2024-02-06,2024-05-06,2024-10-20
AST14812,rail,Unknown,41.813916546314054,-87.8570553707812,INFRA003,Design,Planned,2024-01-18,,2024-01-18
AST14813,rail,Unknown,41.78844540000001,-87.8334701,INFRA001,Operation,Active,2024-02-23,2024-04-03,2024-09-04
AST14814,rail,Unknown,41.786929,-87.83156975,INFRA003,Decommissioned,Retired,2024-02-23,2024-05-15,2024-11-07
AST14815,rail,Unknown,41.78790457919213,-87.83438145178631,INFRA002,Construction,Installed,2024-02-11,2024-04-10,2024-09-12
AST14816,rail,BNSF Chillicothe Subdivision,41.80552191014986,-87.78784855197298,INFRA002,Construction,Installed,2024-02-03,2024-03-25,2024-05-27
AST14817,rail,BNSF Chillicothe Subdivision,41.80555843333104,-87.78782104801762,INFRA001,Operation,Active,2024-02-03,2024-03-05,2024-04-28
AST14818,rail,BNSF Chillicothe Subdivision,41.81095683850363,-87.7655565573055,INFRA001,Operation,Active,2024-03-01,2024-05-07,2024-07-17
AST14819,rail,BNSF Chillicothe Subdivision,41.8110093581718,-87.76553889860901,INFRA002,Operation,Active,2024-02-07,2024-04-26,2024-07-04
AST14820,rail,Unknown,41.808052098960864,-87.76872545132706,INFRA002,Construction,Installed,2024-02-22,2024-05-02,2024-06-10
AST14821,rail,Unknown,41.80328755511652,-87.78196912640281,INFRA001,Operation,Active,2024-01-30,2024-04-09,2024-05-15
AST14822,rail,Unknown,41.80460552185441,-87.77744741204367,INFRA001,Design,Planned,2024-02-05,,2024-02-05
AST14823,rail,Unknown,41.80467487717903,-87.77806149604724,INFRA001,Decommissioned,Retired,2024-02-25,2024-04-24,2024-10-10
AST14824,rail,Unknown,41.8017046971742,-87.7876818019625,INFRA001,Decommissioned,Retired,2024-01-29,2024-03-11,2024-07-02
AST14825,rail,Unknown,41.805390622067584,-87.77702468005906,INFRA002,Operation,Active,2024-02-28,2024-05-26,2024-09-15
AST14826,rail,Unknown,41.80257828635387,-87.7862372250117,INFRA002,Operation,Active,2024-02-23,2024-04-02,2024-09-14
AST14827,rail,Unknown,41.80211487306445,-87.78669705773144,INFRA002,Operation,Active,2024-01-21,2024-04-16,2024-09-02
AST14828,rail,Unknown,41.80266040660574,-87.78547507563339,INFRA002,Design,Planned,2024-01-13,,2024-01-13
AST14829,rail,Unknown,41.80261809958997,-87.78548783469668,INFRA003,Construction,Installed,2024-02-09,2024-05-07,2024-08-01
AST14830,rail,Unknown,41.80205863253851,-87.78662318013244,INFRA003,Construction,Installed,2024-01-24,2024-04-14,2024-08-03
AST14831,rail,Unknown,41.80226182770748,-87.7878580752957,INFRA002,Operation,Active,2024-01-02,2024-03-02,2024-07-28
AST14832,rail,Unknown,41.802388350408414,-87.7872120260052,INFRA001,Decommissioned,Retired,2024-02-29,2024-03-30,2024-09-06
AST14833,rail,Unknown,41.802642347627895,-87.78590665526293,INFRA001,Design,Planned,2024-02-26,,2024-02-26
AST14834,rail,Unknown,41.80208380198531,-87.78666886327007,INFRA001,Operation,Active,2024-01-19,2024-04-10,2024-08-22
AST14835,rail,Unknown,41.802132064744754,-87.78676594841835,INFRA002,Operation,Active,2024-02-07,2024-03-23,2024-07-16
AST14836,rail,Unknown,41.80245071077873,-87.78688954291312,INFRA001,Operation,Active,2024-02-14,2024-04-28,2024-07-28
AST14837,rail,Unknown,41.80232433895227,-87.78753866695965,INFRA003,Operation,Active,2024-01-02,2024-02-29,2024-06-30
AST14838,rail,Unknown,41.80251331398979,-87.78656382851463,INFRA002,Construction,Installed,2024-02-14,2024-05-10,2024-10-31
AST14839,rail,Unknown,41.745004737904765,-87.80946326935772,INFRA003,Construction,Installed,2024-02-02,2024-03-25,2024-08-04
AST14840,rail,South Open,41.6485744,-87.66034245,INFRA003,Operation,Active,2024-02-26,2024-04-09,2024-06-13
AST14841,rail,South Open,41.6484597407645,-87.66335908531966,INFRA003,Construction,Installed,2024-01-01,2024-03-07,2024-04-12
AST14842,rail,Unknown,41.6485893206789,-87.63174588154507,INFRA002,Operation,Active,2024-01-07,2024-03-07,2024-06-05
AST14843,rail,Unknown,41.64809764061856,-87.64991541520529,INFRA001,Design,Planned,2024-01-07,,2024-01-07
AST14844,rail,Unknown,41.64991146135972,-87.64844235306555,INFRA002,Decommissioned,Retired,2024-01-29,2024-04-14,2024-10-05
AST14845,rail,Unknown,41.64981798155576,-87.64667374722741,INFRA001,Construction,Installed,2024-02-26,2024-05-05,2024-10-07
AST14846,rail,Unknown,41.64857982467911,-87.63192434733743,INFRA002,Operation,Active,2024-01-10,2024-03-29,2024-09-14
AST14847,rail,Unknown,41.64992117138567,-87.64642685746693,INFRA002,Design,Planned,2024-02-24,,2024-02-24
AST14848,rail,Unknown,41.64993111152164,-87.64194103369715,INFRA002,Operation,Active,2024-02-06,2024-04-27,2024-09-22
AST14849,rail,Unknown,41.64875706216747,-87.65016393930075,INFRA001,Design,Planned,2024-01-06,,2024-01-06
AST14850,rail,Unknown,41.6493273,-87.6256325,INFRA002,Decommissioned,Retired,2024-02-05,2024-04-13,2024-08-04
AST14851,rail,Unknown,41.64885025,-87.6605932,INFRA003,Construction,Installed,2024-02-04,2024-03-05,2024-08-05
AST14852,rail,Unknown,41.64845355,-87.6602561,INFRA002,Construction,Installed,2024-02-10,2024-04-20,2024-06-19
AST14853,rail,Unknown,41.64879974567798,-87.63075151536914,INFRA002,Design,Planned,2024-02-04,,2024-02-04
AST14854,rail,Unknown,41.6485371,-87.66036055000001,INFRA001,Construction,Installed,2024-02-28,2024-03-31,2024-08-23
AST14855,rail,Unknown,41.64886945000001,-87.66036665,INFRA003,Construction,Installed,2024-03-01,2024-04-30,2024-07-30
AST14856,rail,Unknown,41.648846000000006,-87.66059165,INFRA001,Design,Planned,2024-01-09,,2024-01-09
AST14857,rail,Unknown,41.64921375259776,-87.62571335739074,INFRA003,Construction,Installed,2024-02-25,2024-04-27,2024-10-06
AST14858,rail,Unknown,41.64885285,-87.66035744999999,INFRA003,Design,Planned,2024-02-17,,2024-02-17
AST14859,rail,Unknown,41.64852865,-87.66055015,INFRA001,Operation,Active,2024-02-07,2024-04-09,2024-08-05
AST14860,rail,Unknown,41.64941484863756,-87.62578547844168,INFRA003,Design,Planned,2024-01-03,,2024-01-03
AST14861,rail,Unknown,41.64890393636296,-87.65997070310921,INFRA003,Construction,Installed,2024-01-22,2024-04-21,2024-08-15
AST14862,rail,Unknown,41.64837024110308,-87.65004983871478,INFRA002,Design,Planned,2024-02-15,,2024-02-15
AST14863,rail,Unknown,41.64883955,-87.631081,INFRA003,Construction,Installed,2024-01-27,2024-03-27,2024-07-04
AST14864,rail,Unknown,41.65006844660447,-87.63855641016924,INFRA001,Design,Planned,2024-02-02,,2024-02-02
AST14865,rail,Barr Subdivision,41.65006626282321,-87.640051923078,INFRA002,Operation,Active,2024-01-03,2024-03-26,2024-09-03
AST14866,rail,Unknown,41.648523094242954,-87.66033950888698,INFRA003,Operation,Active,2024-01-06,2024-03-06,2024-07-23
AST14867,rail,Unknown,41.64950425153656,-87.63787695857515,INFRA002,Operation,Active,2024-01-16,2024-02-17,2024-08-07
AST14868,rail,Unknown,41.6492978631281,-87.64026009976345,INFRA001,Operation,Active,2024-02-20,2024-05-17,2024-11-06
AST14869,rail,Unknown,41.649011807274334,-87.63535804594657,INFRA002,Construction,Installed,2024-02-22,2024-04-06,2024-05-30
AST14870,rail,Unknown,41.64826062541821,-87.64849779714565,INFRA002,Operation,Active,2024-01-16,2024-03-17,2024-07-19
AST14871,rail,Unknown,41.64886497836684,-87.66002408780574,INFRA003,Design,Planned,2024-02-04,,2024-02-04
AST14872,rail,Unknown,41.65014725591974,-87.65601208334454,INFRA002,Design,Planned,2024-02-10,,2024-02-10
AST14873,rail,Unknown,41.64934105976573,-87.6274730444379,INFRA001,Operation,Active,2024-02-13,2024-05-06,2024-06-15
AST14874,rail,Barr Subdivision,41.65000953757638,-87.65671484796232,INFRA002,Operation,Active,2024-01-05,2024-03-21,2024-06-12
AST14875,rail,Unknown,41.64885702066182,-87.64187041467211,INFRA002,Construction,Installed,2024-02-18,2024-03-29,2024-06-03
AST14876,rail,Unknown,41.64886170783355,-87.6599992173223,INFRA002,Operation,Active,2024-02-19,2024-05-01,2024-07-12
AST14877,rail,Unknown,41.64924385847877,-87.63985605001061,INFRA002,Operation,Active,2024-01-19,2024-03-01,2024-05-06
AST14878,rail,Unknown,41.64888131366328,-87.62902034975225,INFRA001,Operation,Active,2024-01-14,2024-04-06,2024-06-18
AST14879,rail,Unknown,41.64912284829957,-87.6373172011614,INFRA002,Operation,Active,2024-01-18,2024-04-15,2024-06-23
AST14880,rail,Unknown,41.64898729548662,-87.64029169176595,INFRA002,Design,Planned,2024-02-22,,2024-02-22
AST14881,rail,Unknown,41.65034697299872,-87.65492050378461,INFRA001,Decommissioned,Retired,2024-02-21,2024-04-09,2024-08-15
AST14882,rail,Unknown,41.649246600000005,-87.63871520000002,INFRA001,Construction,Installed,2024-01-14,2024-03-19,2024-06-30
AST14883,rail,Unknown,41.64992664238544,-87.64660248709002,INFRA002,Operation,Active,2024-02-21,2024-05-04,2024-09-24
AST14884,rail,Unknown,41.6485557787063,-87.65958232915088,INFRA002,Operation,Active,2024-01-15,2024-02-29,2024-05-27
AST14885,rail,Unknown,41.6497246191629,-87.65082606947367,INFRA003,Operation,Active,2024-01-10,2024-02-22,2024-07-20
AST14886,rail,Unknown,41.64932360093922,-87.62781770032461,INFRA002,Design,Planned,2024-02-11,,2024-02-11
AST14887,rail,Unknown,41.64980208764493,-87.6338395395201,INFRA002,Decommissioned,Retired,2024-02-11,2024-03-16,2024-09-03
AST14888,rail,Unknown,41.64849962351126,-87.63188704938719,INFRA002,Operation,Active,2024-01-11,2024-03-30,2024-05-04
AST14889,rail,Unknown,41.64902320001468,-87.63896987171337,INFRA003,Decommissioned,Retired,2024-01-16,2024-02-15,2024-05-20
AST14890,rail,Unknown,41.649727685091136,-87.63506629885653,INFRA003,Construction,Installed,2024-01-13,2024-02-13,2024-04-08
AST14891,rail,Unknown,41.649059792125456,-87.6233506369589,INFRA002,Construction,Installed,2024-02-23,2024-04-18,2024-09-19
AST14892,rail,Unknown,41.651120124108886,-87.651195143389,INFRA001,Operation,Active,2024-02-04,2024-04-02,2024-09-06
AST14893,rail,Unknown,41.6492550393693,-87.63299494210163,INFRA002,Operation,Active,2024-02-24,2024-04-26,2024-07-18
AST14894,rail,Unknown,41.649370241147466,-87.6513671375627,INFRA002,Operation,Active,2024-01-26,2024-04-14,2024-06-05
AST14895,rail,Unknown,41.64821053713855,-87.64986707300166,INFRA003,Construction,Installed,2024-01-30,2024-04-27,2024-10-13
AST14896,rail,Unknown,41.64966437097811,-87.64928098699261,INFRA001,Construction,Installed,2024-02-25,2024-04-24,2024-10-14
AST14897,rail,Unknown,41.64906847812117,-87.6584810964858,INFRA002,Design,Planned,2024-02-16,,2024-02-16
AST14898,rail,Unknown,41.64976426535256,-87.6345504606516,INFRA002,Operation,Active,2024-02-15,2024-04-29,2024-08-27
AST14899,rail,Unknown,41.648110002619866,-87.64845763544967,INFRA002,Construction,Installed,2024-02-09,2024-04-01,2024-06-28
AST14900,rail,Unknown,41.649154824933696,-87.63075081994316,INFRA003,Design,Planned,2024-02-04,,2024-02-04
AST14901,rail,Unknown,41.64930982162107,-87.63473659757474,INFRA001,Operation,Active,2024-02-04,2024-04-22,2024-07-25
AST14902,rail,Unknown,41.64948202505483,-87.63995795123763,INFRA002,Design,Planned,2024-01-12,,2024-01-12
AST14903,rail,Unknown,41.64885373315623,-87.63748369775108,INFRA001,Operation,Active,2024-02-26,2024-04-24,2024-09-10
AST14904,rail,Unknown,41.64816465415718,-87.64572711398009,INFRA002,Operation,Active,2024-02-10,2024-04-15,2024-06-10
AST14905,rail,Unknown,41.64979735328384,-87.65062222137702,INFRA002,Operation,Active,2024-02-08,2024-03-10,2024-04-19
AST14906,rail,Unknown,41.64954013137534,-87.63748909882564,INFRA002,Operation,Active,2024-02-10,2024-03-17,2024-04-17
AST14907,rail,Unknown,41.64902162058627,-87.65082964020353,INFRA001,Operation,Active,2024-01-25,2024-03-04,2024-08-21
AST14908,rail,Unknown,41.649264357176136,-87.64481680765164,INFRA002,Construction,Installed,2024-02-20,2024-04-21,2024-06-26
AST14909,rail,Unknown,41.64914888124428,-87.63206366595678,INFRA003,Design,Planned,2024-02-17,,2024-02-17
AST14910,rail,Unknown,41.64923584495402,-87.62720266288544,INFRA001,Operation,Active,2024-01-12,2024-02-14,2024-07-16
AST14911,rail,Unknown,41.64922608269044,-87.63129496521093,INFRA002,Operation,Active,2024-02-18,2024-04-30,2024-07-02
AST14912,rail,Unknown,41.64948991211016,-87.65835304727321,INFRA002,Decommissioned,Retired,2024-01-21,2024-04-13,2024-06-22
AST14913,rail,Unknown,41.64797523846058,-87.65184096852799,INFRA002,Construction,Installed,2024-02-16,2024-04-17,2024-07-19
AST14914,rail,Unknown,41.649286688779384,-87.63225466401738,INFRA002,Decommissioned,Retired,2024-02-24,2024-03-29,2024-05-16
AST14915,rail,Unknown,41.64933346800613,-87.63145096213536,INFRA002,Design,Planned,2024-02-15,,2024-02-15
AST14916,rail,Unknown,41.6487737258054,-87.62894344155583,INFRA001,Construction,Installed,2024-02-22,2024-05-01,2024-08-14
AST14917,rail,Unknown,41.64884264857373,-87.62942501884258,INFRA002,Operation,Active,2024-01-25,2024-03-12,2024-08-29
AST14918,rail,Unknown,41.64934406752064,-87.64385702827198,INFRA001,Operation,Active,2024-01-10,2024-03-20,2024-08-29
AST14919,rail,Unknown,41.649360590293405,-87.62465843116607,INFRA002,Design,Planned,2024-02-11,,2024-02-11
AST14920,rail,Unknown,41.64912920047882,-87.64971666056616,INFRA001,Design,Planned,2024-02-18,,2024-02-18
AST14921,rail,Barr Subdivision,41.64895066470431,-87.62309566155793,INFRA001,Design,Planned,2024-01-10,,2024-01-10
AST14922,rail,Unknown,41.64864285790051,-87.63664713231096,INFRA001,Operation,Active,2024-01-31,2024-03-13,2024-05-16
AST14923,rail,Unknown,41.64920233517373,-87.6574290739338,INFRA003,Decommissioned,Retired,2024-01-10,2024-02-28,2024-04-23
AST14924,rail,Unknown,41.64887718112685,-87.63047467632644,INFRA001,Construction,Installed,2024-01-09,2024-02-08,2024-04-06
AST14925,rail,Unknown,41.64926691174909,-87.64138505309086,INFRA002,Design,Planned,2024-02-15,,2024-02-15
AST14926,rail,Unknown,41.64929706237278,-87.6512671740588,INFRA001,Operation,Active,2024-01-11,2024-03-07,2024-06-16
AST14927,rail,Unknown,41.65013874968005,-87.6553983100791,INFRA003,Operation,Active,2024-02-08,2024-04-26,2024-05-27
AST14928,rail,Unknown,41.6492952597106,-87.64139013209315,INFRA001,Operation,Active,2024-01-22,2024-03-29,2024-09-13
AST14929,rail,Unknown,41.64845209611945,-87.65974815543252,INFRA003,Operation,Active,2024-01-23,2024-02-28,2024-05-28
AST14930,rail,Unknown,41.64968076769837,-87.63569960250605,INFRA003,Operation,Active,2024-02-08,2024-04-14,2024-05-15
AST14931,rail,Unknown,41.649181893129416,-87.64592063457265,INFRA001,Design,Planned,2024-02-21,,2024-02-21
AST14932,rail,Unknown,41.648783650674915,-87.64208186541784,INFRA002,Construction,Installed,2024-01-16,2024-02-26,2024-08-13
AST14933,rail,Unknown,41.649816400974835,-87.6411246611225,INFRA001,Operation,Active,2024-02-17,2024-04-16,2024-06-10
AST14934,rail,Unknown,41.649274453004445,-87.639152015261,INFRA003,Operation,Active,2024-03-01,2024-04-06,2024-07-31
AST14935,rail,Unknown,41.64872777471953,-87.65883598684917,INFRA001,Decommissioned,Retired,2024-02-08,2024-04-03,2024-09-24
AST14936,rail,Unknown,41.64937648783422,-87.65849259501228,INFRA001,Construction,Installed,2024-02-17,2024-04-08,2024-08-08
AST14937,rail,Unknown,41.64896907289667,-87.65922349606026,INFRA001,Construction,Installed,2024-02-10,2024-03-20,2024-06-07
AST14938,rail,Unknown,41.64928530840904,-87.63090618656233,INFRA001,Operation,Active,2024-02-12,2024-03-23,2024-05-14
AST14939,rail,Unknown,41.64830631343935,-87.64678852182134,INFRA002,Operation,Active,2024-02-12,2024-04-28,2024-06-04
AST14940,rail,Unknown,41.649025799469136,-87.63788000783055,INFRA002,Operation,Active,2024-01-19,2024-03-14,2024-07-25
AST14941,rail,Unknown,41.64883271058225,-87.63461001297672,INFRA001,Construction,Installed,2024-02-28,2024-03-29,2024-09-12
AST14942,rail,Unknown,41.64878330865796,-87.65524033861051,INFRA003,Operation,Active,2024-02-16,2024-05-09,2024-10-25
AST14943,rail,Unknown,41.65007052258043,-87.65554666879714,INFRA003,Decommissioned,Retired,2024-02-19,2024-05-03,2024-06-02
AST14944,rail,Unknown,41.6493568383132,-87.64244558115875,INFRA003,Operation,Active,2024-02-17,2024-03-27,2024-08-13
AST14945,rail,Unknown,41.64843650951376,-87.6507047661645,INFRA001,Design,Planned,2024-02-13,,2024-02-13
AST14946,rail,Unknown,41.64918381114688,-87.65123383009146,INFRA002,Construction,Installed,2024-02-16,2024-03-17,2024-06-14
AST14947,rail,Unknown,41.649567063468695,-87.65127939672549,INFRA002,Construction,Installed,2024-01-01,2024-02-17,2024-04-16
AST14948,rail,Unknown,41.6496857724621,-87.6302665447191,INFRA002,Design,Planned,2024-01-16,,2024-01-16
AST14949,rail,Unknown,41.64968088120215,-87.65128897661442,INFRA001,Construction,Installed,2024-01-16,2024-04-08,2024-05-30
AST14950,rail,Unknown,41.64960467403447,-87.65128484895024,INFRA003,Decommissioned,Retired,2024-01-27,2024-03-21,2024-08-28
AST14951,rail,Unknown,41.64857012529207,-87.63190499223514,INFRA002,Design,Planned,2024-02-21,,2024-02-21
AST14952,rail,Unknown,41.64827156057134,-87.65114565514598,INFRA003,Decommissioned,Retired,2024-02-23,2024-04-08,2024-06-29
AST14953,rail,Unknown,41.649371217804514,-87.64007858115514,INFRA002,Operation,Active,2024-02-09,2024-04-07,2024-07-06
AST14954,rail,Unknown,41.648395613028846,-87.65081591834677,INFRA001,Design,Planned,2024-02-03,,2024-02-03
AST14955,rail,Unknown,41.64856048180908,-87.65037191275854,INFRA003,Construction,Installed,2024-01-20,2024-04-02,2024-08-18
AST14956,rail,Unknown,41.64831265605048,-87.6510568807615,INFRA003,Decommissioned,Retired,2024-01-31,2024-03-13,2024-04-30
AST14957,rail,Unknown,41.649528151997984,-87.65127482039973,INFRA003,Operation,Active,2024-02-25,2024-05-06,2024-07-12
AST14958,rail,Unknown,41.64934365404503,-87.6510237739442,INFRA003,Construction,Installed,2024-02-24,2024-04-30,2024-07-12
AST14959,rail,Unknown,41.64797925203186,-87.65729781341716,INFRA001,Design,Planned,2024-02-09,,2024-02-09
AST14960,rail,Unknown,41.64948897621356,-87.65127561723841,INFRA003,Design,Planned,2024-01-19,,2024-01-19
AST14961,rail,Unknown,41.64863432078588,-87.65046898136444,INFRA002,Design,Planned,2024-03-01,,2024-03-01
AST14962,rail,Unknown,41.649450191379174,-87.65127277778615,INFRA001,Operation,Active,2024-02-24,2024-05-14,2024-08-16
AST14963,rail,Unknown,41.64847772858078,-87.65058773125241,INFRA002,Decommissioned,Retired,2024-01-22,2024-02-29,2024-07-12
AST14964,rail,Unknown,41.649088089222126,-87.63797114885757,INFRA001,Construction,Installed,2024-02-18,2024-04-19,2024-06-18
AST14965,rail,Unknown,41.64868376549053,-87.6500225546364,INFRA002,Operation,Active,2024-01-19,2024-02-23,2024-07-30
AST14966,rail,Unknown,41.64906866499499,-87.65146398621188,INFRA002,Operation,Active,2024-01-11,2024-03-31,2024-06-08
AST14967,rail,Unknown,41.64964209222835,-87.65128742080176,INFRA001,Operation,Active,2024-03-01,2024-05-17,2024-06-30
AST14968,rail,Unknown,41.648038179136826,-87.64882280293308,INFRA003,Operation,Active,2024-01-27,2024-03-10,2024-07-31
AST14969,rail,Unknown,41.64835251886806,-87.65094201449818,INFRA002,Decommissioned,Retired,2024-01-07,2024-03-05,2024-08-06
AST14970,rail,Unknown,41.64779945947129,-87.65594997197492,INFRA003,Design,Planned,2024-01-18,,2024-01-18
AST14971,rail,Unknown,41.64926027070157,-87.65126226382857,INFRA001,Construction,Installed,2024-02-24,2024-05-10,2024-11-01
AST14972,rail,Barr Subdivision,41.649708707399846,-87.65864412945943,INFRA001,Construction,Installed,2024-01-28,2024-03-07,2024-06-19
AST14973,rail,Unknown,41.650922152494395,-87.65179555986094,INFRA003,Construction,Installed,2024-02-09,2024-03-22,2024-06-19
AST14974,rail,Unknown,41.649790604541906,-87.6500362277778,INFRA002,Construction,Installed,2024-02-04,2024-03-06,2024-07-02
AST14975,rail,Unknown,41.648660731467515,-87.63700858524432,INFRA002,Operation,Active,2024-01-24,2024-04-15,2024-05-17
AST14976,rail,Unknown,41.650096896632526,-87.65004569169643,INFRA001,Operation,Active,2024-02-15,2024-05-13,2024-10-20
AST14977,rail,Unknown,41.64922200416337,-87.65125738493961,INFRA001,Construction,Installed,2024-01-19,2024-03-29,2024-08-13
AST14978,rail,Unknown,41.65005865733039,-87.6500454021528,INFRA003,Operation,Active,2024-02-23,2024-05-11,2024-10-28
AST14979,rail,Unknown,41.64894334199809,-87.63871147231144,INFRA002,Design,Planned,2024-02-14,,2024-02-14
AST14980,rail,Unknown,41.65013494778287,-87.65004800980248,INFRA003,Construction,Installed,2024-01-21,2024-04-08,2024-07-15
AST14981,rail,Unknown,41.64905583215835,-87.63208253540519,INFRA002,Operation,Active,2024-02-08,2024-04-19,2024-09-18
AST14982,rail,Unknown,41.64982913185823,-87.65003818931392,INFRA003,Decommissioned,Retired,2024-02-08,2024-04-13,2024-08-06
AST14983,rail,Unknown,41.649906281616424,-87.65004092056239,INFRA003,Operation,Active,2024-02-21,2024-05-21,2024-06-24
AST14984,rail,Unknown,41.6499443640764,-87.65004129072926,INFRA003,Decommissioned,Retired,2024-02-02,2024-04-12,2024-07-25
AST14985,rail,Unknown,41.64986750688159,-87.6500417249109,INFRA002,Operation,Active,2024-02-27,2024-05-11,2024-08-05
AST14986,rail,Unknown,41.649413790949154,-87.65127117794593,INFRA002,Design,Planned,2024-01-22,,2024-01-22
AST14987,rail,Unknown,41.648517685903286,-87.65047436899772,INFRA002,Decommissioned,Retired,2024-01-01,2024-02-10,2024-06-24
AST14988,rail,Unknown,41.64872473459,-87.64991045404597,INFRA002,Construction,Installed,2024-01-20,2024-03-12,2024-05-31
AST14989,rail,Unknown,41.64998248212378,-87.65004156982504,INFRA003,Construction,Installed,2024-01-27,2024-04-09,2024-06-06
AST14990,rail,Unknown,41.64918088929725,-87.63801528271887,INFRA003,Operation,Active,2024-01-16,2024-04-08,2024-06-29
AST14991,rail,Unknown,41.64986111217425,-87.6579430868101,INFRA002,Operation,Active,2024-01-15,2024-03-28,2024-07-11
AST14992,rail,Unknown,41.64947771540393,-87.64122785431661,INFRA001,Operation,Active,2024-01-19,2024-04-08,2024-09-18
AST14993,rail,Unknown,41.649635583540096,-87.62708294660932,INFRA001,Operation,Active,2024-02-25,2024-03-26,2024-07-06
AST14994,rail,Unknown,41.64994721743509,-87.65574395705497,INFRA001,Decommissioned,Retired,2024-01-18,2024-02-21,2024-04-23
AST14995,rail,Unknown,41.64823308235004,-87.65118338293439,INFRA002,Construction,Installed,2024-02-13,2024-04-01,2024-05-13
AST14996,rail,Unknown,41.64919577614737,-87.63411790126527,INFRA001,Operation,Active,2024-01-09,2024-03-30,2024-05-29
AST14997,rail,Unknown,41.64788039168264,-87.65546466056271,INFRA003,Operation,Active,2024-01-06,2024-03-28,2024-06-02
AST14998,rail,Unknown,41.6500207320889,-87.65004266262474,INFRA001,Operation,Active,2024-01-18,2024-04-13,2024-10-06
AST14999,rail,Unknown,41.648972964471085,-87.65094408452791,INFRA002,Operation,Active,2024-01-17,2024-03-04,2024-06-16
AST15000,rail,Unknown,41.648599431028565,-87.65032730969526,INFRA003,Construction,Installed,2024-02-29,2024-03-30,2024-09-17
AST15001,rail,Unknown,41.649385441531415,-87.6285334244196,INFRA003,Construction,Installed,2024-02-01,2024-04-20,2024-05-23
AST15002,rail,Unknown,41.64881333996984,-87.65004089544958,INFRA001,Operation,Active,2024-02-03,2024-03-27,2024-06-18
AST15003,rail,Unknown,41.64965946089874,-87.6565392979372,INFRA003,Construction,Installed,2024-02-13,2024-04-13,2024-06-08
AST15004,rail,Unknown,41.64942487084359,-87.62853228376355,INFRA002,Design,Planned,2024-01-30,,2024-01-30
AST15005,rail,Unknown,41.64796143353472,-87.64958551454897,INFRA003,Decommissioned,Retired,2024-01-18,2024-03-09,2024-07-07
AST15006,rail,Unknown,41.64959987481891,-87.6443375151618,INFRA001,Construction,Installed,2024-02-13,2024-04-24,2024-08-16
AST15007,rail,Unknown,41.64913845303944,-87.64015493303988,INFRA001,Construction,Installed,2024-02-20,2024-05-07,2024-09-13
AST15008,rail,Unknown,41.64812079604241,-87.65341670740516,INFRA003,Operation,Active,2024-02-19,2024-03-24,2024-05-03
AST15009,rail,Unknown,41.650962094020585,-87.6487852752318,INFRA003,Design,Planned,2024-01-26,,2024-01-26
AST15010,rail,Unknown,41.6484705140663,-87.62177872446186,INFRA001,Design,Planned,2024-01-07,,2024-01-07
AST15011,rail,Unknown,41.648859774749255,-87.65018276139794,INFRA003,Construction,Installed,2024-02-29,2024-04-15,2024-10-01
AST15012,rail,Unknown,41.648071729150246,-87.65347649735487,INFRA001,Operation,Active,2024-02-22,2024-05-08,2024-06-26
AST15013,rail,Indiana Harbor Belt Mainline,41.707508149999995,-87.78086495,INFRA002,Construction,Installed,2024-01-07,2024-03-09,2024-05-13
AST15014,rail,Indiana Harbor Belt Mainline,41.71891785,-87.80184185,INFRA002,Construction,Installed,2024-02-14,2024-04-06,2024-09-12
AST15015,rail,Indiana Harbor Belt Mainline,41.73932206554698,-87.80856775450768,INFRA002,Design,Planned,2024-01-21,,2024-01-21
AST15016,rail,Indiana Harbor Belt Mainline,41.71317972169346,-87.79128716119111,INFRA003,Construction,Installed,2024-01-30,2024-04-14,2024-05-22
AST15017,rail,Unknown,41.710270770190974,-87.78831316416164,INFRA002,Construction,Installed,2024-01-31,2024-03-24,2024-07-15
AST15018,rail,Unknown,41.73267425,-87.80882460000001,INFRA003,Construction,Installed,2024-01-04,2024-03-28,2024-05-18
AST15019,rail,Unknown,41.7346715,-87.80890345,INFRA002,Design,Planned,2024-02-01,,2024-02-01
AST15020,rail,Unknown,41.76336066411535,-87.81010337738954,INFRA002,Construction,Installed,2024-01-21,2024-03-19,2024-07-11
AST15021,rail,Unknown,41.76442752013456,-87.81014713955244,INFRA003,Operation,Active,2024-02-25,2024-05-06,2024-06-18
AST15022,rail,Unknown,41.768009400728495,-87.80224853969221,INFRA002,Operation,Active,2024-01-08,2024-03-12,2024-08-15
AST15023,rail,Unknown,41.7611756268651,-87.80981929791484,INFRA002,Operation,Active,2024-01-17,2024-04-06,2024-08-19
AST15024,rail,Indiana Harbor Belt Mainline,41.69958404836339,-87.76652625406858,INFRA003,Design,Planned,2024-01-11,,2024-01-11
AST15025,rail,Indiana Harbor Belt Mainline,41.6906742,-87.75258675,INFRA002,Design,Planned,2024-01-08,,2024-01-08
AST15026,rail,Unknown,41.65867521835162,-87.72197712963134,INFRA003,Operation,Active,2024-01-17,2024-04-15,2024-08-11
AST15027,rail,Unknown,41.657512601187854,-87.71276073225664,INFRA003,Operation,Active,2024-02-21,2024-03-28,2024-07-10
AST15028,rail,Unknown,41.65463132529244,-87.71572872776498,INFRA002,Decommissioned,Retired,2024-02-02,2024-04-14,2024-10-02
