asset_id,asset_type,location,latitude,longitude
AST10841,rail,Unknown,38.87048955,-90.10897575
AST10842,rail,Unknown,39.71589178740808,-90.18845973795439
AST10843,rail,Unknown,40.37290057603239,-89.5446629020016
AST10844,rail,Unknown,39.90624855290022,-89.64319038581688
AST10845,rail,Bloomington District,39.92161610762744,-88.58154235556054
AST10846,rail,Illinois and Midland Railroad,40.29410213715628,-90.04787111795729
AST10847,rail,Alton District (T&E Line),38.88160452793038,-90.15251624843766
AST10848,rail,Alton District (T&E Line),38.88860271762079,-90.17828428631962
AST10849,rail,Alton District (T&E Line),38.84014782782258,-90.07013103365293
AST10850,rail,NS-BNSF Connection Track,39.14935661975033,-89.66410827734437
AST10851,rail,Unknown,38.86686525759199,-90.11395051047428
AST10852,rail,Unknown,40.2791525335422,-90.07881486452277
AST10853,rail,Unknown,38.89193026290955,-90.19280671186883
AST10854,rail,Unknown,39.91843365,-88.57953265
AST10855,rail,Unknown,38.89783056881723,-90.2002335547571
AST10856,rail,Unknown,40.3126412736942,-90.04900443017759
AST10857,rail,Unknown,38.89780435128641,-90.20025272627505
AST10858,rail,Unknown,38.87973282524531,-90.14629996748538
AST10859,rail,Unknown,38.880192080558786,-90.1478467098448
AST10860,rail,NS Siding,38.88888839945205,-90.18275093458915
AST10861,rail,Unknown,38.88871957793385,-90.18023890284445
AST10862,rail,Unknown,38.88178702780655,-90.15333739852476
AST10863,rail,Unknown,38.89779949390923,-90.20032200412437
AST10864,rail,BNSF Barstow Subdivision,41.58984955,-90.19180735
AST10865,rail,Unknown,41.74431470061673,-90.29059994975795
AST10866,rail,Unknown,41.75895595516282,-90.27866855649056
AST10867,rail,Unknown,41.755537830953955,-90.2790669339283
AST10868,rail,Unknown,41.755973040161024,-90.27879693286229
AST10869,rail,Unknown,41.373627049999996,-89.1835917
AST10870,rail,Unknown,41.36031127225417,-89.17918955825535
AST10871,rail,Unknown,41.3755485,-89.1870544
AST10872,rail,Unknown,41.374679732149254,-89.18519658536499
AST10873,rail,Unknown,41.30793881401735,-88.5963128866542
AST10874,rail,Unknown,37.882122391483676,-89.78814091151762
AST10875,rail,Unknown,37.730033846290596,-88.90985466892134
AST10876,rail,Unknown,38.84152930534896,-90.09501779198445
AST10877,rail,Unknown,38.701344552974085,-90.13479838345143
AST10878,rail,Unknown,38.707606344302455,-90.10517579593265
AST10879,rail,Unknown,38.85904965,-90.1034914
AST10880,rail,UP (CNW) #2 Siding,38.71052117533042,-90.09986466071474
AST10881,rail,Unknown,38.524849332006994,-90.21215059077925
AST10882,rail,Unknown,38.699860367181024,-90.13839186228913
AST10883,rail,Unknown,38.699982531928576,-90.1381146819561
AST10884,rail,Unknown,38.523264446610895,-90.21460256689848
AST10885,rail,East St Louis Terminal Subdivision,38.63164320124262,-90.16232288414749
AST10886,rail,CN Peoria Subdivision,39.503426399999995,-88.43899830000002
AST10887,rail,CN Peoria Subdivision,39.49269577698015,-88.41991978882938
AST10888,rail,Unknown,39.512446455581355,-88.4551027314384
AST10889,rail,Deer Run Lead,39.12007378206433,-89.41649522016388
AST10890,rail,Saint Louis Line Subdivision,38.71440109362232,-89.81988380534953
AST10891,rail,Saint Louis Line Subdivision,38.659614842955854,-89.9854313117483
AST10892,rail,Vandalia Railroad,38.97949622345738,-89.10513299819712
AST10893,rail,Unknown,39.06897614888629,-89.40524995231621
AST10894,rail,Unknown,39.15029987517663,-89.47649105965344
AST10895,rail,Danville Line,40.856822,-87.6052052
AST10896,rail,Unknown,39.15191696146389,-89.47530794108604
AST10897,rail,Unknown,40.39899808321035,-91.36226556689665
AST10898,rail,CSX,41.34279695,-89.01213975
AST10899,rail,Danville Line,40.15404785675581,-87.58126006091341
AST10900,rail,Unknown,38.962459764263,-89.0984192298271
AST10901,rail,Unknown,38.520069611936535,-90.21219194461891
AST10902,rail,Unknown,40.85820388918805,-87.60555732366736
AST10903,rail,Unknown,39.14652256024041,-89.4611101071769
AST10904,rail,Danville Line,40.8590072,-87.6052385
AST10905,rail,Unknown,41.736242514126516,-88.3505171249853
AST10906,rail,Unknown,39.14301702166111,-89.46709838231462
AST10907,rail,Canadian National Railway,41.08108960797149,-88.0029055154971
AST10908,rail,Unknown,40.57473624389079,-89.70370980019726
AST10909,rail,Unknown,38.70864619543317,-90.17437782478339
AST10910,rail,Unknown,41.28900007312439,-89.29640168272209
AST10911,rail,Unknown,38.20776162336348,-89.21314127727823
AST10912,rail,Unknown,41.91313213692039,-89.04934223842893
AST10913,rail,Unknown,42.18726495719396,-90.25250236233748
AST10914,rail,Iowa Interstate Railroad,41.448567057118986,-90.56962698189493
AST10915,rail,Unknown,39.799236715197424,-87.80794908722416
AST10916,rail,Joppa and Eastern Railroad,37.24150639956983,-88.82134039735638
AST10917,rail,Unknown,40.388451849999996,-91.36282514999999
AST10918,rail,Keokuk Junction Railway,40.387978361858316,-91.35948706330811
AST10919,rail,CN St. Louis Subdivision,38.55299486977948,-90.07013872421695
AST10920,rail,CN St. Louis Subdivision,38.5134288,-89.9977868
AST10921,rail,Chicago Subdivision,42.10078795,-88.76158285
AST10922,rail,Chicago Subdivision,42.10070638075373,-88.75945112140951
AST10923,rail,Chicago Subdivision,42.098717199999996,-88.70553995000002
AST10924,rail,Chicago Subdivision,42.09884947109324,-88.69449144991103
AST10925,rail,Freeport Subdivision,42.09792435,-88.70301979999999
AST10926,rail,Freeport Subdivision,42.100974300000004,-88.70691794999999
AST10927,rail,Freeport Subdivision,42.09822085000001,-88.7034008
AST10928,rail,Freeport Subdivision,42.098617700000005,-88.7039072
AST10929,rail,Indiana Harbor Belt Mainline,41.8463554,-87.8654533
AST10930,rail,Indiana Harbor Belt Mainline,41.8456223,-87.8654243
AST10931,rail,Unknown,40.56863465000001,-89.842839
AST10932,rail,Unknown,40.56488735000001,-89.88817765
AST10933,rail,Unknown,40.57097333058475,-89.80760183506366
AST10934,rail,Unknown,40.547773649999996,-89.95672454999999
AST10935,rail,Unknown,40.56759130731305,-89.86538936978198
AST10936,rail,Unknown,40.55176961606164,-89.93397980285835
AST10937,rail,UP Harvard Subdivision,42.21437055,-88.25162995
AST10938,rail,CN Cairo Subdivision,37.00860146754393,-89.15672881029272
AST10939,rail,CN Cairo Subdivision,37.00054005,-89.14306450000001
AST10940,rail,CN Cairo Subdivision,37.000097,-89.1409285
AST10941,rail,CN Cairo Subdivision,37.0008712,-89.14461035
AST10942,rail,CN Cairo Subdivision,37.0032276836137,-89.1515592072459
AST10943,rail,CN Cairo Subdivision,36.9983465425438,-89.13250854615723
AST10944,rail,CN Cairo Subdivision,37.00195105126091,-89.14804494770726
AST10945,rail,CN Cairo Subdivision,36.9980836057173,-89.13251079869954
AST10946,rail,BNSF Barstow Subdivision,41.861516699999996,-90.08576715000001
AST10947,rail,BNSF Barstow Subdivision,41.86120015,-90.0856063
AST10948,rail,BNSF Barstow Subdivision,41.67373675177302,-90.04068598406704
AST10949,rail,BNSF Barstow Subdivision,41.6794501,-90.02622495
AST10950,rail,Iowa Interstate Railroad,41.4007874,-89.92026405
AST10951,rail,Iowa Interstate Railroad,41.40597224142404,-89.94324729667532
AST10952,rail,Track 154,42.223435776907166,-88.52903638641656
AST10953,rail,Elgin & Belvidere Railway,42.23049838400747,-88.53121272613384
AST10954,rail,Track 153,42.223472,-88.52903665
AST10955,rail,Street Car Line Extension,42.22332628107569,-88.52788019973585
AST10956,rail,Track 152,42.22351286877555,-88.5290623495036
AST10957,rail,Elgin & Belvidere Railway,42.22772645,-88.52190485
AST10958,rail,CN Champaign Subdivision,39.49638095891974,-88.36978035359657
AST10959,rail,CN Champaign Subdivision,39.388771,-88.4206963
AST10960,rail,Charleston District,39.346123575755556,-88.4009739267042
AST10961,rail,Charleston District,39.376494300000005,-88.34899795
AST10962,rail,Saint Louis Line Subdivision,39.13144620702084,-88.47413159649436
AST10963,rail,Saint Louis Line Subdivision,39.2362105,-88.18580180000001
AST10964,rail,BNSF Mendota Subdivision,41.28236050550812,-89.83154399519128
AST10965,rail,BNSF Mendota Subdivision,41.25088265,-89.9152747
AST10966,rail,UP Peoria Subdivision,41.264866829750716,-89.6555067848991
AST10967,rail,UP Peoria Subdivision,41.29006358029469,-89.66347592568957
AST10968,rail,UP Peoria Subdivision,41.286916649999995,-89.6608862
AST10969,rail,UP Peoria Subdivision,41.29290915,-89.66650870000001
AST10970,rail,UP Peoria Subdivision,41.24299795,-89.6494788
AST10971,rail,UP Peoria Subdivision,41.300006452797845,-89.67444332295803
AST10972,rail,UP Peoria Subdivision,41.23027698559818,-89.64511150187568
AST10973,rail,UP Peoria Subdivision,41.21756675,-89.64076510000001
AST10974,rail,BNSF Barstow Subdivision,42.062347670506526,-90.11451092933096
AST10975,rail,BNSF Barstow Subdivision,42.070453549999996,-90.11095195
AST10976,rail,BNSF Barstow Subdivision,41.90026185112342,-90.11718769667921
AST10977,rail,BNSF Barstow Subdivision,41.89021247318771,-90.10903119102167
AST10978,rail,BNSF Barstow Subdivision,42.07672485,-90.11081845
AST10979,rail,BNSF Barstow Subdivision,42.0770401,-90.11096155
AST10980,rail,Matteson Subdivision,41.496165822306594,-87.63275197598139
AST10981,rail,Matteson Subdivision,41.4972123,-87.62825815
AST10982,rail,Matteson Subdivision,41.49751605,-87.6269594
AST10983,rail,Matteson Subdivision,41.4978321,-87.6256174
AST10984,rail,Charleston District,39.395427999999995,-88.32190125
AST10985,rail,Charleston District,39.38566109113765,-88.3358677771659
AST10986,rail,Charleston District,39.3948555,-88.3227291
AST10987,rail,Charleston District,39.3959868,-88.3210942
AST10988,rail,Unknown,39.37434991642187,-88.35231861347397
AST10989,rail,Unknown,39.3747771,-88.35157375
AST10990,rail,Unknown,39.45225265540384,-88.33504472072357
AST10991,rail,Springfield-Hannibal District,39.7241413,-91.36233195
AST10992,rail,Springfield-Hannibal District,39.718336152086,-91.3269023488529
AST10993,rail,UP Geneva Subdivision,41.83644005,-90.17795235
AST10994,rail,UP Geneva Subdivision,41.83648155,-90.18430945
AST10995,rail,UP Geneva Subdivision,41.836403250000004,-90.17142705
AST10996,rail,UP Geneva Subdivision,41.83646306720839,-90.1816738483672
AST10997,rail,UP Geneva Subdivision,41.836414052007264,-90.17386515381115
AST10998,rail,Unknown,41.89207972721998,-87.69515030978263
AST10999,rail,Unknown,41.893424503567076,-87.69711367902994
AST11000,rail,Unknown,41.89335309175581,-87.69848520703033
AST11001,rail,Unknown,41.89213702156817,-87.69501377023154
AST11002,rail,Unknown,41.89420991328136,-87.69834997698835
AST11003,rail,Unknown,41.89187072460109,-87.69453411238962
AST11004,rail,Unknown,41.892515301977205,-87.6954750027508
AST11005,rail,Unknown,41.89404593435468,-87.69818679737959
AST11006,rail,Unknown,41.89266201015738,-87.694584674705
AST11007,rail,Unknown,41.892946569209656,-87.6952995356659
AST11008,rail,Unknown,41.89308883678145,-87.69513354881774
AST11009,rail,Unknown,41.891520534289704,-87.6927205823588
AST11010,rail,Unknown,41.8923929970257,-87.69538212501045
AST11011,rail,Unknown,41.892778663070374,-87.69663074080138
AST11012,rail,Unknown,41.891673460498396,-87.69345902859858
AST11013,rail,Unknown,41.893712167046495,-87.6986664899769
AST11014,rail,Unknown,41.89430443052049,-87.69846150864451
AST11015,rail,Unknown,41.892602908111094,-87.69681499531421
AST11016,rail,Unknown,41.892359303499084,-87.69521608734445
AST11017,rail,Unknown,41.89339857793215,-87.69824448888077
AST11018,rail,Unknown,41.89458508909716,-87.69966688397908
AST11019,rail,Unknown,41.892121315403166,-87.69552989219095
AST11020,rail,Unknown,41.89345731241034,-87.69713402605193
AST11021,rail,Unknown,41.89218286306839,-87.69502474684275
AST11022,rail,Unknown,41.893313060619896,-87.69851269048536
AST11023,rail,Unknown,41.89186828141104,-87.69463714206384
AST11024,rail,Unknown,41.89150715875049,-87.692763720482
AST11025,rail,Unknown,41.894595426647754,-87.69978164164412
AST11026,rail,Unknown,41.89259813087474,-87.69565819209257
AST11027,rail,Unknown,41.893402612372306,-87.69728045362669
AST11028,rail,Unknown,41.89333981312856,-87.6983620691467
AST11029,rail,Unknown,41.893651794455714,-87.69858077677794
AST11030,rail,Unknown,41.892916316877404,-87.69502373615691
AST11031,rail,Unknown,41.89411565864034,-87.69832718679427
AST11032,rail,Unknown,41.892646264872724,-87.69486975319931
AST11033,rail,Unknown,41.89366777691793,-87.69880586767137
AST11034,rail,Unknown,41.89159222062008,-87.69410079406342
AST11035,rail,Unknown,41.89319727938404,-87.69703706580357
AST11036,rail,Unknown,41.89363324501593,-87.69895698292903
AST11037,rail,Unknown,41.89288374876905,-87.69510321122057
AST11038,rail,Unknown,41.89296586996435,-87.69456408245613
AST11039,rail,Unknown,41.89422813098225,-87.6980352548214
AST11040,rail,Unknown,41.89410630852047,-87.69802835517562
AST11041,rail,Unknown,41.89388291565832,-87.69900247253038
AST11042,rail,Unknown,41.89329457491959,-87.69702849114847
AST11043,rail,Unknown,41.89014150116739,-87.6942507574125
AST11044,rail,Unknown,41.88945731983978,-87.69499068892279
AST11045,rail,Unknown,41.89000017640835,-87.69360042381665
AST11046,rail,Unknown,41.89021590710121,-87.6944487651764
AST11047,rail,Unknown,41.8900626781909,-87.69374152633509
AST11048,rail,Unknown,41.88993289742585,-87.69346044391492
AST11049,rail,Paducah and Illinois Railroad,37.15450798685291,-88.73656070658731
AST11050,rail,Unknown,39.86778441246051,-88.90571974530998
AST11051,rail,Unknown,39.85069876467976,-88.91379291128277
AST11052,rail,Unknown,39.868401794255426,-88.90632454649773
AST11053,rail,Unknown,39.709805885045704,-88.80487899464114
AST11054,rail,Unknown,39.60278294072655,-88.62960739175483
AST11055,rail,Unknown,39.40126864562764,-88.80678920128787
AST11056,rail,Unknown,41.88881965486591,-87.69849681428346
AST11057,rail,Unknown,41.8893698092054,-87.69639689210804
AST11058,rail,Unknown,41.88873129122898,-87.69843311168043
AST11059,rail,Unknown,41.88849854466553,-87.69973376812004
AST11060,rail,Unknown,41.88957739536009,-87.69752479951285
AST11061,rail,Unknown,41.88983316173526,-87.69634420809817
AST11062,rail,Unknown,41.889308047987946,-87.69486540834473
AST11063,rail,Unknown,41.88934696513324,-87.6949333306441
AST11064,rail,Unknown,41.8886348739266,-87.69891874618038
AST11065,rail,Unknown,41.88920489744257,-87.69582319023445
AST11066,rail,Unknown,41.889808730230804,-87.6968397227974
AST11067,rail,Unknown,41.888920156854645,-87.69752541695732
AST11068,rail,Unknown,41.88943173179782,-87.69437477701824
AST11069,rail,Unknown,41.88906122567135,-87.69677306118618
AST11070,rail,Unknown,41.88877580549754,-87.69646581849881
AST11071,rail,Unknown,41.89000377601868,-87.6963216482087
AST11072,rail,Unknown,41.88886173492873,-87.69795720811398
AST11073,rail,Unknown,41.88984845921331,-87.69648455018915
AST11074,rail,Unknown,41.88915603327545,-87.69608405593951
AST11075,rail,Unknown,41.888969767750545,-87.69727699389225
AST11076,rail,Unknown,41.889270904876334,-87.69473316984339
AST11077,rail,Unknown,41.89000192037093,-87.69645521775686
AST11078,rail,Unknown,41.88867223092449,-87.69891961914355
AST11079,rail,Unknown,41.88948284971521,-87.69398931061178
AST11080,rail,Unknown,41.888765701564346,-87.69842146470891
AST11081,rail,Unknown,41.88854747110059,-87.69927957336908
AST11082,rail,Unknown,41.888898219232416,-87.6997305212181
AST11083,rail,Unknown,41.88911133831887,-87.69641166901368
AST11084,rail,Illinois Subdivision,38.6863698,-87.52857035
AST11085,rail,CN Champaign Subdivision,38.9921231,-88.58568875
AST11086,rail,CN Champaign Subdivision,38.99380215,-88.58473570000001
AST11087,rail,CN Champaign Subdivision,38.9900194,-88.5868853
AST11088,rail,Unknown,39.00901567129376,-88.26584992320016
AST11089,rail,Unknown,40.77071437833338,-87.56640237004703
AST11090,rail,Kankakee Line,41.04393790025498,-87.74898355154488
AST11091,rail,Lafayette Line,40.82310565,-87.583419
AST11092,rail,Unknown,40.139368609171555,-87.5792191946761
AST11093,rail,Unknown,40.105855019911935,-87.65614911400071
AST11094,rail,Unknown,40.105999,-87.65699405000001
AST11095,rail,Unknown,40.47675596413003,-89.01911388392527
AST11096,rail,Unknown,40.477173790184345,-89.0192794387607
AST11097,rail,Unknown,40.47681435080526,-89.01987150411016
AST11098,rail,Unknown,40.47958090490409,-89.00862588071337
AST11099,rail,Unknown,40.4749098,-89.02493419999999
AST11100,rail,Unknown,40.48320221491054,-89.0058887571658
AST11101,rail,Unknown,40.477486001044575,-89.0185131704933
AST11102,rail,Unknown,40.47687338542139,-89.01999363914715
AST11103,rail,Unknown,40.48156269344446,-89.00678361631776
AST11104,rail,Unknown,40.48213255,-89.00644735
AST11105,rail,Unknown,40.47662143486292,-89.01971051809087
AST11106,rail,Unknown,40.47667620685721,-89.02040623243384
AST11107,rail,Unknown,40.48214895548134,-89.00649065906723
AST11108,rail,Unknown,40.47397875,-89.02715795
AST11109,rail,Unknown,40.12719096573421,-87.64639780963118
AST11110,rail,Unknown,41.67122569999999,-87.81815845
AST11111,rail,Unknown,41.6772156192919,-87.81212169531403
AST11112,rail,Freeport Subdivision,41.86538385,-87.88260285
AST11113,rail,Freeport Subdivision,41.864749599999996,-87.88042645
AST11114,rail,Freeport Subdivision,41.86007204999999,-87.86437860000001
AST11115,rail,Freeport Subdivision,41.86056335000001,-87.86606470000001
AST11116,rail,Freeport Subdivision,41.8639333,-87.87762225
AST11117,rail,Freeport Subdivision,41.8621575,-87.87153140000001
AST11118,rail,Freeport Subdivision,41.863768949999994,-87.87705805
AST11119,rail,Freeport Subdivision,41.863442750000004,-87.87593955
AST11120,rail,Chicago Heights Subdivision,41.579483350000004,-87.6244757
AST11121,rail,Chicago Heights Subdivision,41.564569897438034,-87.62442190806483
AST11122,rail,CN Eldorado Subdivision,37.99135,-88.93537015000001
AST11123,rail,CN Eldorado Subdivision,37.99167936329985,-88.93203655132042
AST11124,rail,Unknown,39.85257850005693,-89.27141827775804
AST11125,rail,Unknown,39.852396049999996,-89.25878215
AST11126,rail,Springfield Subdivision,40.429540349999996,-89.0372447
AST11127,rail,Springfield Subdivision,40.45314210346224,-89.02342629277781
AST11128,rail,Unknown,41.02838184645913,-89.43816747562737
AST11129,rail,Unknown,41.03060753351289,-89.43740189487015
AST11130,rail,Unknown,41.034038499999994,-89.43593655000001
AST11131,rail,Unknown,41.02709035,-89.43847245
AST11132,rail,Iowa Interstate Railroad,41.01204350925244,-89.44026932717114
AST11133,rail,Unknown,41.278986589880425,-89.38112269329547
AST11134,rail,Peoria Subdivision,41.28448335,-89.37144755
AST11135,rail,Unknown,41.2778606,-89.3830885
AST11136,rail,Peoria Subdivision,41.28222570432586,-89.37542897390826
AST11137,rail,Unknown,41.277010811559805,-89.38455175735854
AST11138,rail,Unknown,41.280012400000004,-89.37932029999997
AST11139,rail,Unknown,40.767682337139554,-87.99585790566705
AST11140,rail,Unknown,40.76797872622912,-87.99575664259386
AST11141,rail,Unknown,40.75958118931411,-88.01363046852498
AST11142,rail,Unknown,40.758864460613765,-88.01631572570592
AST11143,rail,Unknown,40.761722961016225,-88.01650351322279
AST11144,rail,Unknown,40.75944117153417,-88.01491863080206
AST11145,rail,Unknown,40.76195150740691,-88.01654739135729
AST11146,rail,Unknown,40.7612194616358,-88.0163554502032
AST11147,rail,Unknown,40.76058785732555,-88.01651791552769
AST11148,rail,Unknown,40.761602619228874,-88.01643837748148
AST11149,rail,Unknown,40.758952244971496,-88.01436075423662
AST11150,rail,CN Gilman Subdivision,40.641852511711974,-88.151986885045
AST11151,rail,CN Gilman Subdivision,40.69911817917804,-88.08654857266123
AST11152,rail,CN Gilman Subdivision,40.70166395,-88.0833792
AST11153,rail,CN Gilman Subdivision,40.69670015,-88.08956245
AST11154,rail,Unknown,40.66098051801616,-88.12968181886797
AST11155,rail,Bloomington District,40.02759104397951,-88.57598500392558
AST11156,rail,Iowa Interstate Railroad,41.38331215,-89.8431969
AST11157,rail,Iowa Interstate Railroad,41.384900074692105,-89.85017962563252
AST11158,rail,BNSF Mendota Subdivision,41.3918337,-89.5073397
AST11159,rail,Unknown,41.32396581721641,-88.69058094850793
AST11160,rail,Unknown,41.32407306994339,-88.68775399758927
AST11161,rail,Unknown,41.32047975693157,-88.6813209604632
AST11162,rail,Unknown,41.317934617565584,-88.65458984458314
AST11163,rail,Unknown,41.31573671880046,-88.6545807055289
AST11164,rail,Unknown,41.32345887736952,-88.68857128806168
AST11165,rail,Unknown,41.31570229605736,-88.65580657921959
AST11166,rail,Unknown,41.315589043613045,-88.65374211565299
AST11167,rail,Unknown,41.32473601412199,-88.68769528388965
AST11168,rail,Unknown,41.31611793464439,-88.65553532105541
AST11169,rail,Unknown,41.31839095172088,-88.65699201199382
AST11170,rail,Unknown,41.31694554717076,-88.65824236061792
AST11171,rail,Unknown,41.315784845628855,-88.65462440363753
AST11172,rail,CSX Marceilles Siding,41.322201910073105,-88.67534729381272
AST11173,rail,Unknown,41.31673717240132,-88.65727318992404
AST11174,rail,Unknown,41.48028574999999,-88.17799975
AST11175,rail,Unknown,41.482081189576476,-88.17782223066318
AST11176,rail,Unknown,41.68485248007292,-87.51999839321225
AST11177,rail,Unknown,41.684907430031664,-87.51849729704212
AST11178,rail,Unknown,41.6851124298633,-87.52008192479163
AST11179,rail,Nifa Branch,41.76967296993342,-88.3318964774647
AST11180,rail,Illinois Subdivision,38.69190865,-88.32331615
AST11181,rail,Illinois Subdivision,38.691741913053725,-88.30900899865084
AST11182,rail,Southern West District,38.37162505715387,-88.03099748482207
AST11183,rail,Southern West District,38.3598471378381,-88.22011871782152
AST11184,rail,Southern West District,38.359919399999995,-88.22329895
AST11185,rail,Southern West District,38.35976533907931,-88.21633725904822
AST11186,rail,Evansville Western Railway,38.07777253847061,-88.12038782727558
AST11187,rail,Evansville Western Railway,38.09488695,-88.1583328
AST11188,rail,Seymour Spur,40.1218482562151,-88.26705767727904
AST11189,rail,Seymour Spur,40.1185268,-88.28666135
AST11190,rail,CN Champaign Subdivision,39.57297678531655,-88.33365369334601
AST11191,rail,CN Champaign Subdivision,39.546472699999995,-88.34617185
AST11192,rail,BNSF Beardstown Subdivision,37.69369761807636,-88.9550982867016
AST11193,rail,BNSF Beardstown Subdivision,37.68344465,-88.95117775
AST11194,rail,BNSF Aurora Subdivision,41.8462876,-89.0113117
AST11195,rail,BNSF Aurora Subdivision,41.850640554631084,-89.02362350341113
AST11196,rail,CN St. Louis Subdivision,38.085574963230165,-89.40314980457974
AST11197,rail,CN St. Louis Subdivision,38.0813656,-89.39715054999999
AST11198,rail,CN St. Louis Subdivision,38.07436729056495,-89.38732128089242
AST11199,rail,CN St. Louis Subdivision,38.069716,-89.3808027
AST11200,rail,Unknown,39.55220080481775,-88.34333417611413
AST11201,rail,UP Mount Vernon Subdivision,38.17683732147725,-88.90343294256085
AST11202,rail,UP Mount Vernon Subdivision,38.18588715,-88.90321175
AST11203,rail,UP Mount Vernon Subdivision,38.11511215,-88.9030151
AST11204,rail,UP Mount Vernon Subdivision,38.100813900000006,-88.90294810000002
AST11205,rail,UP Mount Vernon Subdivision,38.10876115000001,-88.9029867
AST11206,rail,UP Mount Vernon Subdivision,38.1117537,-88.90300475000001
AST11207,rail,UP Mount Vernon Subdivision,38.10579585,-88.90296584999999
AST11208,rail,UP Mount Vernon Subdivision,38.101403000000005,-88.90294420000001
AST11209,rail,UP Mount Vernon Subdivision,38.1134723,-88.90301195
AST11210,rail,UP Mount Vernon Subdivision,38.10359530400325,-88.90295417959629
AST11211,rail,Unknown,40.81985544343581,-89.56475654444132
AST11212,rail,Unknown,40.82621855,-89.56138999999999
AST11213,rail,Iowa Interstate Railroad,41.489973500000005,-90.3713983
AST11214,rail,Iowa Interstate Railroad,41.50879197609821,-90.40848194178771
AST11215,rail,Unknown,41.5076484870587,-90.39519678625295
AST11216,rail,BNSF Beardstown Subdivision,37.720522182756504,-88.96898256150916
AST11217,rail,BNSF Beardstown Subdivision,37.7115078,-88.96491545000002
AST11218,rail,BNSF Beardstown Subdivision,37.70946190062343,-88.96365567124603
AST11219,rail,BNSF Beardstown Subdivision,37.70717475,-88.96221605
AST11220,rail,BNSF Beardstown Subdivision,38.52931445,-89.13590595
AST11221,rail,CN Centralia Subdivision,38.529272250000005,-89.13574270000001
AST11222,rail,BNSF Beardstown Subdivision,38.530053755460656,-89.13572953392341
AST11223,rail,CN Centralia Subdivision,38.543733853589565,-89.13229888522594
AST11224,rail,Ottawa Branch,41.508826783641766,-88.71880960032898
AST11225,rail,Ottawa Branch,41.52919785,-88.6953924
AST11226,rail,Ottawa Branch,41.69075012077571,-88.34900193981628
AST11227,rail,Ottawa Branch,41.70601697605444,-88.34749180273378
AST11228,rail,Ottawa Branch,41.696525449999996,-88.3471142
AST11229,rail,Ottawa Branch,41.71542881637665,-88.34917804626747
AST11230,rail,Leithton Subdivision,42.18686575,-88.09986515
AST11231,rail,Leithton Subdivision,42.18952116937157,-88.09700432883281
AST11232,rail,Unknown,41.340835959267324,-88.99703335200077
AST11233,rail,Unknown,41.341899823610255,-89.00144348117487
AST11234,rail,Unknown,41.34221204646805,-89.00383904429148
AST11235,rail,Unknown,41.34244486717307,-89.00352356588583
AST11236,rail,Unknown,41.34251030174514,-89.00572216917955
AST11237,rail,Unknown,41.34163345057945,-89.00321481756247
AST11238,rail,Unknown,41.34196618321635,-89.00456286463428
AST11239,rail,Unknown,41.3423792775184,-89.00459977594801
AST11240,rail,Iowa Interstate Railroad,41.327836149999996,-89.0835353
AST11241,rail,Blue Island Subdivision,41.32734345801921,-89.09498437097157
AST11242,rail,Unknown,41.32990555183741,-89.0856746425229
AST11243,rail,Unknown,41.10395288782235,-88.41788631580332
AST11244,rail,Unknown,41.3355053,-89.18594404999999
AST11245,rail,Unknown,41.33164736165218,-89.18660573053248
AST11246,rail,Unknown,41.34006536258766,-89.17929108451698
AST11247,rail,Unknown,41.34679655,-89.1755934
AST11248,rail,Unknown,41.32742695,-89.185397
AST11249,rail,Illinois Railway,41.31845430560152,-89.17454101073432
AST11250,rail,Illinois Railway,41.32242463879949,-89.12655334809442
AST11251,rail,Unknown,41.31665825,-89.1541771
AST11252,rail,Iowa Interstate Railroad,41.32045462000964,-89.21145218166077
AST11253,rail,Blue Island Subdivision,41.31580174775751,-89.3369661767994
AST11254,rail,Iowa Interstate Railroad,41.325602700000005,-89.27515105
AST11255,rail,Iowa Interstate Railroad,41.31882875,-89.1960859
AST11256,rail,Iowa Interstate Railroad,41.3237282,-89.31759690000001
AST11257,rail,Iowa Interstate Railroad,41.32528196678464,-89.29645462750543
AST11258,rail,Unknown,41.32590418567444,-89.29344229162369
AST11259,rail,Unknown,41.287471385993356,-89.05663522887836
AST11260,rail,Unknown,41.288027431778694,-89.05599710496027
AST11261,rail,Matteson Subdivision,41.49450168922949,-87.71303519531585
AST11262,rail,Matteson Subdivision,41.49491458217352,-87.70866226192557
AST11263,rail,Unknown,41.327774496823984,-88.87525238550576
AST11264,rail,Unknown,41.34874950843778,-88.8729543710177
AST11265,rail,CPKC Springfield Subdivision,39.480261549999994,-90.3760274
AST11266,rail,CPKC Springfield Subdivision,39.4806296,-90.3757701
AST11267,rail,CPKC Godfrey Subdivision,39.48026999882652,-90.37612902337627
AST11268,rail,CPKC Godfrey Subdivision,39.480667049999994,-90.3760763
AST11269,rail,CPKC Godfrey Subdivision,39.08811295832461,-90.29153560746693
AST11270,rail,CPKC Godfrey Subdivision,39.24439705,-90.37079539999999
AST11271,rail,BNSF Hannibal Subdivision,39.5938422937376,-91.20118529909288
AST11272,rail,Unknown,39.03601845,-89.75514860000001
AST11273,rail,Brooklyn District,39.04049165,-89.75055335
AST11274,rail,NS Karnes Siding,39.03834092685818,-89.75273690620939
AST11275,rail,Brooklyn District,39.03838474807059,-89.75274915096628
